gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
9693-5,1453326647637,base,0,1,0,0,director,"move plane right"
9693-5,1453326671732,base,1,1,1,0,director,"move glasses right"
9693-5,1453326692060,base,0,1,2,0,director,"barrel down"
9693-5,1453326704338,base,0,1,3,0,director,"saxaphone up"
9693-5,1453326717892,exp,0,7,0,0,director,"magnet down"
9693-5,1453326730733,exp,0,7,1,0,director,"handcuffs down"
9693-5,1453326741476,exp,0,7,2,0,director,"panda down"
9693-5,1453326750786,exp,1,7,3,0,director,"candle down"
9693-5,1453326763896,exp,0,6,0,0,director,"banana up"
9693-5,1453326773965,exp,0,6,1,0,director,"dollar right"
9693-5,1453326786013,exp,1,6,2,0,director,"eraser up"
9693-5,1453326797943,exp,0,6,3,0,director,"leaf left"
9693-5,1453326811508,base,0,5,0,0,director,"basketball down"
9693-5,1453326824925,base,1,5,1,0,director,"brush left"
9693-5,1453326835649,base,0,5,2,0,director,"headphones left"
9693-5,1453326844800,base,0,5,3,0,director,"book right"
9693-5,1453326854121,exp,0,8,0,0,director,"comb up"
9693-5,1453326863896,exp,1,8,1,0,director,"mouse up"
9693-5,1453326875083,exp,0,8,2,0,director,"pan up"
9693-5,1453326883409,exp,0,8,3,0,director,"piano left"
9693-5,1453326893360,base,0,4,0,0,director,"carrot up"
9693-5,1453326910160,base,1,4,1,0,director,"large measure cup down"
9693-5,1453326923000,base,0,4,2,0,director,"water bottle right"
9693-5,1453326934105,base,0,4,3,0,director,"chair left"
9693-5,1453326954864,exp,0,2,0,0,director,"binoculars right"
9693-5,1453326965288,exp,0,2,1,0,director,"wrench left"
9693-5,1453326982940,exp,1,2,2,0,director,"b block left"
9693-5,1453326992346,exp,0,2,3,0,director,"coffee right"
9693-5,1453327004986,base,0,3,0,0,director,"scissors right"
9693-5,1453327022637,base,0,3,1,0,director,"knife down"
9693-5,1453327032529,base,0,3,2,0,director,"soap left"
9693-5,1453327043619,base,1,3,3,0,director,"tape down"
