gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
1184-c,1453324567234,exp,0,7,0,0,director,"Move magnet down one square"
1184-c,1453324582904,exp,0,7,1,0,director,"Move handcuffs down one square"
1184-c,1453324592135,exp,0,7,2,0,director,"Panda down one"
1184-c,1453324603605,exp,1,7,3,0,director,"Candle down one"
1184-c,1453324616725,base,0,1,0,0,director,"Plane right one"
1184-c,1453324627654,base,1,1,1,0,director,"Glasses right one space"
1184-c,1453324637624,base,0,1,2,0,director,"Barrel down one"
1184-c,1453324648445,base,0,1,3,0,director,"Instrument up one"
1184-c,1453324657827,base,0,4,0,0,director,"Carrot up one"
1184-c,1453324667837,base,1,4,1,0,director,"Cup down one"
1184-c,1453324687917,base,0,4,2,0,director,"bottle right one"
1184-c,1453324697919,base,0,4,3,0,director,"chair left one"
1184-c,1453324705900,exp,0,5,0,0,director,"ball down one"
1184-c,1453324715029,exp,1,5,1,0,director,"brush left one"
1184-c,1453324728011,exp,0,5,2,0,director,"headphones left one"
1184-c,1453324734982,exp,0,5,3,0,director,"book right one"
1184-c,1453324745508,exp,0,8,0,0,director,"comb up one"
1184-c,1453324752393,exp,1,8,1,0,director,"mouse up one"
1184-c,1453324762690,exp,0,8,2,0,director,"pan up one"
1184-c,1453324770761,exp,0,8,3,0,director,"piano left one"
1184-c,1453324778835,base,0,6,0,0,director,"banana up one"
1184-c,1453324785422,base,0,6,1,0,director,"dollar right one"
1184-c,1453324795163,base,1,6,2,0,director,"eraser up one"
1184-c,1453324804552,base,0,6,3,0,director,"feather left one"
1184-c,1453324812222,base,0,3,0,0,director,"scissors left one"
1184-c,1453324840364,base,0,3,1,0,director,"knife down one"
1184-c,1453324847143,base,0,3,2,0,director,"soap left one"
1184-c,1453324853043,base,1,3,3,0,director,"tape down one"
1184-c,1453324868785,exp,0,2,0,0,director,"binoculars right one"
1184-c,1453324878025,exp,0,2,1,0,director,"wrench left one"
1184-c,1453324884915,exp,1,2,2,0,director,"block left one"
1184-c,1453324894095,exp,0,2,3,0,director,"cup right one"
