iterationName	gameid	serverTime	condition	trialNum	instructionNum	targetObject	attemptNum	trialType	objectSet	critical	sender	contents	typingRT	eventType
planned_sample	4241-cda4a373-ffd7-41e3-ae60-82b9d377a455	1522813229290	unscripted	1	0	banana	0	base	6	false	director	Move the edible object up~~~	13815	chatMessage
planned_sample	4241-cda4a373-ffd7-41e3-ae60-82b9d377a455	1522813261441	unscripted	1	1	dollar	0	base	6	false	director	Move the object that has value to the right	10342	chatMessage
planned_sample	4241-cda4a373-ffd7-41e3-ae60-82b9d377a455	1522813304786	unscripted	1	2	boardEraser	0	base	6	true	director	Move the object that makes things disappear up	22388	chatMessage
planned_sample	4241-cda4a373-ffd7-41e3-ae60-82b9d377a455	1522813362395	unscripted	1	3	feather	0	base	6	false	director	Move the light object to the left	36130	chatMessage
planned_sample	4241-cda4a373-ffd7-41e3-ae60-82b9d377a455	1522813416743	unscripted	2	0	magnet	0	exp	7	false	director	Move the object that connects things down	37250	chatMessage
planned_sample	4241-cda4a373-ffd7-41e3-ae60-82b9d377a455	1522813455923	unscripted	2	1	handcuffs	0	exp	7	false	director	Move the object that restricts movement down	16457	chatMessage
planned_sample	4241-cda4a373-ffd7-41e3-ae60-82b9d377a455	1522813479295	unscripted	2	2	pandaToy	0	exp	7	false	director	Move the cuddly object down	7141	chatMessage
planned_sample	4241-cda4a373-ffd7-41e3-ae60-82b9d377a455	1522813514824	unscripted	2	3	mediumCandle	0	exp	7	true	director	Move the object that illuminates down	8742	chatMessage
planned_sample	4241-cda4a373-ffd7-41e3-ae60-82b9d377a455	1522813544819	unscripted	3	0	basketball	0	exp	5	false	director	Move the object that bounces down	12223	chatMessage
planned_sample	4241-cda4a373-ffd7-41e3-ae60-82b9d377a455	1522813601257	unscripted	3	1	roundBrush	0	exp	5	true	director	Move the object used for grooming to the left	42106	chatMessage
planned_sample	4241-cda4a373-ffd7-41e3-ae60-82b9d377a455	1522813629969	unscripted	3	2	headphones	0	exp	5	false	director	Move the object that produces sound to the left	11630	chatMessage
planned_sample	4241-cda4a373-ffd7-41e3-ae60-82b9d377a455	1522813668870	unscripted	3	3	book	0	exp	5	false	director	Move the object that contains words to the right	23538	chatMessage
planned_sample	4241-cda4a373-ffd7-41e3-ae60-82b9d377a455	1522813695210	unscripted	4	0	carrot	0	base	4	false	director	Move the crunchy object up	11893	chatMessage
