gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
0331-b,1453165224075,base,0,7,0,0,matcher,"ello"
0331-b,1453165230304,base,0,7,0,0,matcher,"eh"
0331-b,1453165231401,base,0,7,0,0,matcher,"eh"
0331-b,1453165232958,base,0,7,0,0,director,"magnet down 1"
0331-b,1453165245710,base,0,7,1,0,director,"HUh?"
0331-b,1453165252747,base,0,7,1,0,matcher,"nothing lets move on"
0331-b,1453165254978,base,0,7,1,0,director,"handcuffs down 1"
0331-b,1453165270118,base,0,7,2,0,director,"panda down 1"
0331-b,1453165287118,base,1,7,3,0,director,"candle down 1"
0331-b,1453165295904,exp,0,8,0,0,director,"comb up 1"
0331-b,1453165305805,exp,1,8,1,0,director,"mouse up 1"
0331-b,1453165308565,exp,1,8,1,0,matcher,"this is hard"
0331-b,1453165326423,exp,0,8,2,0,director,"cast iron skillet up 1"
0331-b,1453165338292,exp,0,8,3,0,director,"piano left 1"
0331-b,1453165348390,exp,0,6,0,0,director,"banana up 1"
0331-b,1453165358248,exp,0,6,1,0,director,"dollar right 1"
0331-b,1453165371170,exp,0,6,1,1,director,"dollar right 1"
0331-b,1453165404198,exp,1,6,2,0,director,"Eraser up 1"
0331-b,1453165414566,exp,0,6,3,0,director,"feather left 1"
0331-b,1453165427515,base,0,1,0,0,director,"airplane right 1"
0331-b,1453165438929,base,1,1,1,0,director,"sunglasses right 1"
