gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
9337-7,1453165290699,exp,0,3,0,0,matcher,"hello"
9337-7,1453165294234,exp,0,3,0,0,director,"hi"
9337-7,1453165303122,exp,0,3,0,0,director,"move the scissors one square to the right"
9337-7,1453165320317,exp,0,3,1,0,director,"move the knife on square down"
9337-7,1453165335267,exp,0,3,2,0,director,"move the soap one square to the left"
9337-7,1453165348971,exp,1,3,3,0,director,"move the cassette tape one square down"
9337-7,1453165360196,base,0,8,0,0,director,"move the comb one square up"
9337-7,1453165371841,base,1,8,1,0,matcher,"ok"
9337-7,1453165372781,base,1,8,1,0,director,"move the mouse one square up"
9337-7,1453165383298,base,0,8,2,0,director,"move the pan one square up"
9337-7,1453165395541,base,0,8,3,0,director,"move the piano one square left"
9337-7,1453165406324,base,0,5,0,0,director,"move the basketball one square down"
9337-7,1453165417115,base,1,5,1,0,director,"move the brush one square left"
9337-7,1453165431757,base,0,5,2,0,director,"move the headphones one square left"
9337-7,1453165444547,base,0,5,3,0,director,"move the book one square right"
