gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
5580-8,1453172085308,exp,0,4,0,0,director,"Move the carrot up"
5580-8,1453172100735,exp,1,4,1,0,director,"Move the big measuring cup down"
5580-8,1453172115335,exp,0,4,2,0,director,"Move the water bottle to the right"
5580-8,1453172124857,exp,0,4,3,0,director,"Move the chair to the left"
5580-8,1453172141561,base,0,5,0,0,director,"Move the basetball down"
5580-8,1453172150849,base,1,5,1,0,director,"hairbrush to the left"
5580-8,1453172159442,base,0,5,2,0,director,"headphones left"
5580-8,1453172166731,base,0,5,3,0,director,"book right"
5580-8,1453172179033,base,0,1,0,0,director,"plane right"
5580-8,1453172187592,base,1,1,1,0,director,"sunglasses right"
5580-8,1453172200962,base,0,1,2,0,director,"barrell down"
5580-8,1453172210809,base,0,1,3,0,director,"sax up"
5580-8,1453172218020,exp,0,8,0,0,director,"comb up"
5580-8,1453172223857,exp,1,8,1,0,director,"mouse up"
5580-8,1453172232742,exp,0,8,2,0,director,"pan up"
5580-8,1453172239124,exp,0,8,3,0,director,"piano left"
5580-8,1453172245270,exp,0,6,0,0,director,"bananna up"
5580-8,1453172251151,exp,0,6,1,0,director,"money right"
5580-8,1453172260929,exp,1,6,2,0,director,"expo up"
5580-8,1453172271859,exp,0,6,3,0,director,"feather left"
5580-8,1453172280350,base,0,2,0,0,director,"bino right"
5580-8,1453172293131,base,0,2,1,0,director,"wrench left"
5580-8,1453172300937,base,1,2,2,0,director,"box with B left"
5580-8,1453172311798,base,0,2,3,0,director,"cup of coffee right"
5580-8,1453172319179,exp,0,7,0,0,director,"magnet down"
5580-8,1453172330221,exp,0,7,1,0,director,"cuffs down"
5580-8,1453172341910,exp,0,7,2,0,director,"bear down"
5580-8,1453172350152,exp,1,7,3,0,director,"candle down"
5580-8,1453172359277,base,0,3,0,0,director,"scissors right"
5580-8,1453172365424,base,0,3,1,0,director,"knife down"
5580-8,1453172372999,base,0,3,2,0,director,"soap left"
5580-8,1453172379894,base,1,3,3,0,director,"tape down"
